anio,mes,dia,hora,minuto,lux,temperatura,humedad,nubosidad,irradiancia,potencia_producida
2025,6,6,19,0,0.0,15.67,72.0,75.0,0.0,0.0
2025,6,6,18,59,0.0,15.66,72.0,75.0,0.0,0.0
2025,6,6,18,58,0.0,15.66,72.0,75.0,0.0,0.0
2025,6,6,18,57,0.0,15.65,72.0,75.0,0.0,0.0
2025,6,6,18,56,0.0,15.65,72.0,75.0,0.0,0.0
2025,6,6,18,55,0.0,15.64,72.0,75.0,0.0,0.0
2025,6,6,18,54,0.0,15.64,72.0,75.0,0.0,0.0
2025,6,6,18,53,0.0,15.63,72.0,75.0,0.0,0.0
2025,6,6,18,52,0.0,15.63,72.0,75.0,0.0,0.0
2025,6,6,18,51,0.0,15.62,72.0,75.0,0.0,0.0
2025,6,6,18,50,0.0,15.62,72.0,75.0,0.0,0.0
2025,6,6,18,49,0.0,15.61,72.0,75.0,0.0,0.0
2025,6,6,18,48,0.0,15.61,72.0,75.0,0.0,0.0
2025,6,6,18,47,0.0,15.6,72.0,75.0,0.0,0.0
2025,6,6,18,46,0.0,15.6,72.0,75.0,0.0,0.0
2025,6,6,18,45,0.0,15.59,72.0,75.0,0.0,0.0
2025,6,6,18,44,0.0,15.59,72.0,75.0,0.0,0.0
2025,6,6,18,43,0.0,15.58,72.0,75.0,0.0,0.0
2025,6,6,18,42,0.0,15.58,72.0,75.0,0.0,0.0
2025,6,6,18,41,0.0,15.57,72.0,75.0,0.0,0.0
2025,6,6,18,40,0.0,15.57,72.0,75.0,0.0,0.0
2025,6,6,18,39,0.0,15.56,72.0,75.0,0.0,0.0
2025,6,6,18,38,0.0,15.56,72.0,75.0,0.0,0.0
2025,6,6,18,37,0.0,15.55,72.0,75.0,0.0,0.0
2025,6,6,18,36,0.0,15.55,72.0,75.0,0.0,0.0
2025,6,6,18,35,0.0,15.54,72.0,75.0,0.0,0.0
2025,6,6,18,34,0.0,15.54,72.0,75.0,0.0,0.0
2025,6,6,18,33,0.0,15.53,72.0,75.0,0.0,0.0
2025,6,6,18,32,0.0,15.53,72.0,75.0,0.0,0.0
2025,6,6,18,31,0.0,15.52,72.0,75.0,0.0,0.0
2025,6,6,18,30,0.0,15.52,72.0,75.0,0.0,0.0
2025,6,6,18,29,0.0,15.51,72.0,75.0,0.0,0.0
2025,6,6,18,28,0.0,15.5,72.0,75.0,0.0,0.0
2025,6,6,18,27,0.0,15.5,72.0,75.0,0.0,0.0
2025,6,6,18,26,0.0,15.49,72.0,75.0,0.0,0.0
2025,6,6,18,25,0.0,15.49,72.0,75.0,0.0,0.0
2025,6,6,18,24,0.0,15.48,72.0,75.0,0.0,0.0
2025,6,6,18,23,0.0,15.48,72.0,75.0,0.0,0.0
2025,6,6,18,22,0.0,15.47,72.0,75.0,0.0,0.0
2025,6,6,18,21,0.0,15.47,72.0,75.0,0.0,0.0
2025,6,6,18,20,0.0,15.46,72.0,75.0,0.0,0.0
2025,6,6,18,19,0.0,15.46,72.0,75.0,0.0,0.0
2025,6,6,18,18,0.0,15.45,72.0,75.0,0.0,0.0
2025,6,6,18,17,0.0,15.45,72.0,75.0,0.0,0.0
2025,6,6,18,16,0.0,15.44,72.0,75.0,0.0,0.0
2025,6,6,18,15,0.0,15.44,72.0,75.0,0.0,0.0
2025,6,6,18,14,0.0,15.43,72.0,75.0,0.0,0.0
2025,6,6,18,13,0.0,15.43,72.0,75.0,0.0,0.0
2025,6,6,18,12,0.0,15.42,72.0,75.0,0.0,0.0
2025,6,6,18,11,0.0,15.42,72.0,75.0,0.0,0.0
2025,6,6,18,10,0.0,15.41,72.0,75.0,0.0,0.0
2025,6,6,18,9,0.0,15.41,72.0,75.0,0.0,0.0
2025,6,6,18,8,0.0,15.4,72.0,75.0,0.0,0.0
2025,6,6,18,7,0.0,15.4,72.0,75.0,0.0,0.0
2025,6,6,18,6,0.0,15.39,72.0,75.0,0.0,0.0
2025,6,6,18,5,0.0,15.39,72.0,75.0,0.0,0.0
2025,6,6,18,4,0.0,15.38,72.0,75.0,0.0,0.0
2025,6,6,18,3,0.0,15.38,72.0,75.0,0.0,0.0
2025,6,6,18,2,0.0,15.37,72.0,75.0,0.0,0.0
2025,6,6,18,1,0.0,15.37,72.0,75.0,0.0,0.0
2025,6,6,18,0,0.0,15.36,72.0,75.0,0.0,0.0
2025,6,6,17,59,4652.42,15.36,72.08,75.0,36.72,64.14
2025,6,6,17,58,4651.16,15.36,72.17,75.0,36.71,64.12
2025,6,6,17,57,4687.9,15.36,72.25,75.0,37.0,64.63
2025,6,6,17,56,4630.88,15.36,72.33,75.0,36.55,63.84
2025,6,6,17,55,4625.82,15.36,72.42,75.0,36.51,63.77
2025,6,6,17,54,4708.17,15.36,72.5,75.0,37.16,64.91
2025,6,6,17,53,4719.58,15.36,72.58,75.0,37.25,65.07
2025,6,6,17,52,4627.08,15.36,72.67,75.0,36.52,63.79
2025,6,6,17,51,4625.82,15.36,72.75,75.0,36.51,63.77
2025,6,6,17,50,4647.36,15.36,72.83,75.0,36.68,64.07
2025,6,6,17,49,4630.88,15.36,72.92,75.0,36.55,63.84
2025,6,6,17,48,4578.94,15.36,73.0,75.0,36.14,63.13
2025,6,6,17,47,4701.84,15.36,73.08,75.0,37.11,64.82
2025,6,6,17,46,4692.97,15.36,73.17,75.0,37.04,64.7
2025,6,6,17,45,4695.5,15.36,73.25,75.0,37.06,64.73
2025,6,6,17,44,4641.02,15.36,73.33,75.0,36.63,63.98
2025,6,6,17,43,4718.31,15.36,73.42,75.0,37.24,65.05
2025,6,6,17,42,4606.81,15.36,73.5,75.0,36.36,63.51
2025,6,6,17,41,4666.36,15.36,73.58,75.0,36.83,64.33
2025,6,6,17,40,4641.02,15.36,73.67,75.0,36.63,63.98
2025,6,6,17,39,4666.36,15.36,73.75,75.0,36.83,64.33
2025,6,6,17,38,4675.23,15.36,73.83,75.0,36.9,64.46
2025,6,6,17,37,4616.95,15.36,73.92,75.0,36.44,63.65
2025,6,6,17,36,4657.49,15.36,74.0,75.0,36.76,64.21
2025,6,6,17,35,4665.09,15.36,74.08,75.0,36.82,64.32
2025,6,6,17,34,4670.16,15.36,74.17,75.0,36.86,64.39
2025,6,6,17,33,4641.02,15.36,74.25,75.0,36.63,63.98
2025,6,6,17,32,4630.88,15.36,74.33,75.0,36.55,63.84
2025,6,6,17,31,4709.44,15.36,74.42,75.0,37.17,64.93
2025,6,6,17,30,4711.97,15.36,74.5,75.0,37.19,64.96
2025,6,6,17,29,4530.79,15.36,74.58,75.0,35.76,62.46
2025,6,6,17,28,4684.1,15.36,74.67,75.0,36.97,64.58
2025,6,6,17,27,4652.42,15.36,74.75,75.0,36.72,64.14
2025,6,6,17,26,4643.56,15.36,74.83,75.0,36.65,64.02
2025,6,6,17,25,4604.28,15.36,74.92,75.0,36.34,63.48
2025,6,6,17,24,4687.9,15.36,75.0,75.0,37.0,64.63
2025,6,6,17,23,4663.83,15.36,75.08,75.0,36.81,64.3
2025,6,6,17,22,4633.42,15.36,75.17,75.0,36.57,63.88
2025,6,6,17,21,4616.95,15.36,75.25,75.0,36.44,63.65
2025,6,6,17,20,4736.05,15.36,75.33,75.0,37.38,65.29
2025,6,6,17,19,4603.01,15.36,75.42,75.0,36.33,63.46
2025,6,6,17,18,4603.01,15.36,75.5,75.0,36.33,63.46
2025,6,6,17,17,4666.36,15.36,75.58,75.0,36.83,64.33
2025,6,6,17,16,4668.9,15.36,75.67,75.0,36.85,64.37
2025,6,6,17,15,4620.75,15.36,75.75,75.0,36.47,63.7
2025,6,6,17,14,4601.74,15.36,75.83,75.0,36.32,63.44
2025,6,6,17,13,4643.56,15.36,75.92,75.0,36.65,64.02
2025,6,6,17,12,4577.67,15.36,76.0,75.0,36.13,63.11
2025,6,6,17,11,4638.49,15.36,76.08,75.0,36.61,63.95
2025,6,6,17,10,4637.22,15.36,76.17,75.0,36.6,63.93
2025,6,6,17,9,4670.16,15.36,76.25,75.0,36.86,64.39
2025,6,6,17,8,4613.15,15.36,76.33,75.0,36.41,63.6
2025,6,6,17,7,4618.22,15.36,76.42,75.0,36.45,63.67
2025,6,6,17,6,4648.62,15.36,76.5,75.0,36.69,64.09
2025,6,6,17,5,4646.09,15.36,76.58,75.0,36.67,64.05
2025,6,6,17,4,4632.15,15.36,76.67,75.0,36.56,63.86
2025,6,6,17,3,4651.16,15.36,76.75,75.0,36.71,64.12
2025,6,6,17,2,4690.43,15.36,76.83,75.0,37.02,64.66
2025,6,6,17,1,4610.61,15.36,76.92,75.0,36.39,63.56
2025,6,6,17,0,4653.69,15.36,77.0,75.0,36.73,64.16
2025,6,6,16,59,25864.54,15.35,77.0,75.0,204.14,356.58
2025,6,6,16,58,25476.84,15.35,77.0,75.0,201.08,351.24
2025,6,6,16,57,25984.9,15.34,77.0,75.0,205.09,358.24
2025,6,6,16,56,25884.81,15.34,77.0,75.0,204.3,356.86
2025,6,6,16,55,25471.77,15.33,77.0,75.0,201.04,351.17
2025,6,6,16,54,25597.2,15.32,77.0,75.0,202.03,352.9
2025,6,6,16,53,25641.55,15.32,77.0,75.0,202.38,353.51
2025,6,6,16,52,26320.66,15.31,77.0,75.0,207.74,362.87
2025,6,6,16,51,25758.11,15.3,77.0,75.0,203.3,355.11
2025,6,6,16,50,26001.37,15.3,77.0,75.0,205.22,358.47
2025,6,6,16,49,25466.7,15.29,77.0,75.0,201.0,351.1
2025,6,6,16,48,25840.46,15.29,77.0,75.0,203.95,356.25
2025,6,6,16,47,25613.67,15.28,77.0,75.0,202.16,353.12
2025,6,6,16,46,25815.12,15.27,77.0,75.0,203.75,355.9
2025,6,6,16,45,25495.84,15.27,77.0,75.0,201.23,351.5
2025,6,6,16,44,25422.36,15.26,77.0,75.0,200.65,350.49
2025,6,6,16,43,25969.7,15.26,77.0,75.0,204.97,358.03
2025,6,6,16,42,25332.4,15.25,77.0,75.0,199.94,349.25
2025,6,6,16,41,25849.33,15.24,77.0,75.0,204.02,356.37
2025,6,6,16,40,25713.76,15.24,77.0,75.0,202.95,354.5
2025,6,6,16,39,26087.53,15.23,77.0,75.0,205.9,359.66
2025,6,6,16,38,25585.8,15.22,77.0,75.0,201.94,352.74
2025,6,6,16,37,25815.12,15.22,77.0,75.0,203.75,355.9
2025,6,6,16,36,25684.62,15.21,77.0,75.0,202.72,354.1
2025,6,6,16,35,25288.05,15.21,77.0,75.0,199.59,348.63
2025,6,6,16,34,25846.8,15.2,77.0,75.0,204.0,356.34
2025,6,6,16,33,25897.48,15.19,77.0,75.0,204.4,357.04
2025,6,6,16,32,25500.91,15.19,77.0,75.0,201.27,351.57
2025,6,6,16,31,25516.11,15.18,77.0,75.0,201.39,351.78
2025,6,6,16,30,25972.23,15.18,77.0,75.0,204.99,358.07
2025,6,6,16,29,25371.68,15.17,77.0,75.0,200.25,349.79
2025,6,6,16,28,25746.71,15.16,77.0,75.0,203.21,354.96
2025,6,6,16,27,25220.9,15.16,77.0,75.0,199.06,347.71
2025,6,6,16,26,25954.5,15.15,77.0,75.0,204.85,357.82
2025,6,6,16,25,25987.44,15.14,77.0,75.0,205.11,358.28
2025,6,6,16,24,25735.3,15.14,77.0,75.0,203.12,354.8
2025,6,6,16,23,25293.12,15.13,77.0,75.0,199.63,348.7
2025,6,6,16,22,25721.37,15.13,77.0,75.0,203.01,354.61
2025,6,6,16,21,25564.26,15.12,77.0,75.0,201.77,352.44
2025,6,6,16,20,25946.89,15.11,77.0,75.0,204.79,357.72
2025,6,6,16,19,25587.06,15.11,77.0,75.0,201.95,352.76
2025,6,6,16,18,25868.34,15.1,77.0,75.0,204.17,356.63
2025,6,6,16,17,25943.09,15.09,77.0,75.0,204.76,357.66
2025,6,6,16,16,25282.98,15.09,77.0,75.0,199.55,348.56
2025,6,6,16,15,25604.8,15.08,77.0,75.0,202.09,353.0
2025,6,6,16,14,25660.55,15.08,77.0,75.0,202.53,353.77
2025,6,6,16,13,25480.64,15.07,77.0,75.0,201.11,351.29
2025,6,6,16,12,26001.37,15.06,77.0,75.0,205.22,358.47
2025,6,6,16,11,25677.02,15.06,77.0,75.0,202.66,354.0
2025,6,6,16,10,25459.1,15.05,77.0,75.0,200.94,350.99
2025,6,6,16,9,25426.16,15.05,77.0,75.0,200.68,350.54
2025,6,6,16,8,25739.1,15.04,77.0,75.0,203.15,354.85
2025,6,6,16,7,25791.05,15.03,77.0,75.0,203.56,355.57
2025,6,6,16,6,25184.16,15.03,77.0,75.0,198.77,347.2
2025,6,6,16,5,26119.2,15.02,77.0,75.0,206.15,360.09
2025,6,6,16,4,25813.86,15.01,77.0,75.0,203.74,355.88
2025,6,6,16,3,25528.78,15.01,77.0,75.0,201.49,351.95
2025,6,6,16,2,25863.27,15.0,77.0,75.0,204.13,356.56
2025,6,6,16,1,25364.07,15.0,77.0,75.0,200.19,349.68
2025,6,6,16,0,25818.93,14.99,77.0,75.0,203.78,355.95
2025,6,6,15,59,51150.06,14.98,77.08,75.42,403.71,705.18
2025,6,6,15,58,52177.59,14.98,77.17,75.83,411.82,719.35
2025,6,6,15,57,52474.07,14.97,77.25,76.25,414.16,723.43
2025,6,6,15,56,52287.82,14.97,77.33,76.67,412.69,720.87
2025,6,6,15,55,51779.76,14.96,77.42,77.08,408.68,713.86
2025,6,6,15,54,51304.63,14.96,77.5,77.5,404.93,707.31
2025,6,6,15,53,50943.54,14.95,77.58,77.92,402.08,702.33
2025,6,6,15,52,51513.69,14.95,77.67,78.33,406.58,710.19
2025,6,6,15,51,51539.03,14.94,77.75,78.75,406.78,710.54
2025,6,6,15,50,50886.52,14.94,77.83,79.17,401.63,701.55
2025,6,6,15,49,51777.22,14.93,77.92,79.58,408.66,713.83
2025,6,6,15,48,50785.16,14.93,78.0,80.0,400.83,700.15
2025,6,6,15,47,51730.34,14.92,78.08,80.42,408.29,713.18
2025,6,6,15,46,51076.57,14.92,78.17,80.83,403.13,704.17
2025,6,6,15,45,52320.76,14.91,78.25,81.25,412.95,721.32
2025,6,6,15,44,51743.01,14.91,78.33,81.67,408.39,713.36
2025,6,6,15,43,52271.35,14.9,78.42,82.08,412.56,720.64
2025,6,6,15,42,52485.48,14.9,78.5,82.5,414.25,723.59
2025,6,6,15,41,51447.8,14.89,78.58,82.92,406.06,709.29
2025,6,6,15,40,50577.37,14.89,78.67,83.33,399.19,697.29
2025,6,6,15,39,51518.75,14.88,78.75,83.75,406.62,710.26
2025,6,6,15,38,51450.34,14.88,78.83,84.17,406.08,709.32
2025,6,6,15,37,50465.88,14.87,78.92,84.58,398.31,695.75
2025,6,6,15,36,50923.26,14.87,79.0,85.0,401.92,702.05
2025,6,6,15,35,52686.93,14.86,79.08,85.42,415.84,726.37
2025,6,6,15,34,51640.39,14.86,79.17,85.83,407.58,711.94
2025,6,6,15,33,51155.12,14.85,79.25,86.25,403.75,705.25
2025,6,6,15,32,51767.09,14.85,79.33,86.67,408.58,713.69
2025,6,6,15,31,50657.19,14.84,79.42,87.08,399.82,698.39
2025,6,6,15,30,50768.69,14.84,79.5,87.5,400.7,699.92
2025,6,6,15,29,51608.71,14.83,79.58,87.92,407.33,711.5
2025,6,6,15,28,52129.45,14.82,79.67,88.33,411.44,718.68
2025,6,6,15,27,51802.56,14.82,79.75,88.75,408.86,714.18
2025,6,6,15,26,51257.75,14.81,79.83,89.17,404.56,706.67
2025,6,6,15,25,51236.21,14.81,79.92,89.58,404.39,706.37
2025,6,6,15,24,51036.03,14.8,80.0,90.0,402.81,703.61
2025,6,6,15,23,52895.98,14.8,80.08,90.42,417.49,729.25
2025,6,6,15,22,50816.84,14.79,80.17,90.83,401.08,700.59
2025,6,6,15,21,50924.53,14.79,80.25,91.25,401.93,702.07
2025,6,6,15,20,51986.28,14.78,80.33,91.67,410.31,716.71
2025,6,6,15,19,52019.22,14.78,80.42,92.08,410.57,717.16
2025,6,6,15,18,51185.53,14.77,80.5,92.5,403.99,705.67
2025,6,6,15,17,51756.95,14.77,80.58,92.92,408.5,713.55
2025,6,6,15,16,51238.75,14.76,80.67,93.33,404.41,706.4
2025,6,6,15,15,51419.93,14.76,80.75,93.75,405.84,708.9
2025,6,6,15,14,51408.52,14.75,80.83,94.17,405.75,708.74
2025,6,6,15,13,52072.43,14.75,80.92,94.58,410.99,717.9
2025,6,6,15,12,51565.63,14.74,81.0,95.0,406.99,710.91
2025,6,6,15,11,51421.2,14.74,81.08,95.42,405.85,708.92
2025,6,6,15,10,52659.05,14.73,81.17,95.83,415.62,725.98
2025,6,6,15,9,51360.38,14.73,81.25,96.25,405.37,708.08
2025,6,6,15,8,52246.01,14.72,81.33,96.67,412.36,720.29
2025,6,6,15,7,51647.99,14.72,81.42,97.08,407.64,712.05
2025,6,6,15,6,52386.65,14.71,81.5,97.5,413.47,722.23
2025,6,6,15,5,52482.94,14.71,81.58,97.92,414.23,723.56
2025,6,6,15,4,52377.78,14.7,81.67,98.33,413.4,722.11
2025,6,6,15,3,51356.58,14.7,81.75,98.75,405.34,708.03
2025,6,6,15,2,51516.22,14.69,81.83,99.17,406.6,710.23
2025,6,6,15,1,51351.51,14.69,81.92,99.58,405.3,707.96
2025,6,6,15,0,52091.44,14.68,82.0,100.0,411.14,718.16
2025,6,6,14,59,65535.0,14.67,82.1,99.58,539.52,942.41
2025,6,6,14,58,65535.0,14.67,82.2,99.17,546.72,954.98
2025,6,6,14,57,65535.0,14.66,82.3,98.75,549.38,959.63
2025,6,6,14,56,65535.0,14.66,82.4,98.33,536.84,937.73
2025,6,6,14,55,65535.0,14.65,82.5,97.92,539.0,941.5
2025,6,6,14,54,65535.0,14.65,82.6,97.5,549.22,959.35
2025,6,6,14,53,65535.0,14.64,82.7,97.08,544.75,951.54
2025,6,6,14,52,65535.0,14.64,82.8,96.67,545.92,953.59
2025,6,6,14,51,65535.0,14.63,82.9,96.25,542.39,947.42
2025,6,6,14,50,65535.0,14.63,83.0,95.83,532.97,930.97
2025,6,6,14,49,65535.0,14.62,83.1,95.42,538.16,940.03
2025,6,6,14,48,65535.0,14.62,83.2,95.0,544.7,951.45
2025,6,6,14,47,65535.0,14.61,83.3,94.58,544.5,951.11
2025,6,6,14,46,65535.0,14.61,83.4,94.17,543.46,949.29
2025,6,6,14,45,65535.0,14.6,83.5,93.75,538.07,939.87
2025,6,6,14,44,65535.0,14.59,83.6,93.33,539.21,941.87
2025,6,6,14,43,65535.0,14.59,83.7,92.92,540.95,944.9
2025,6,6,14,42,65535.0,14.58,83.8,92.5,537.83,939.45
2025,6,6,14,41,65535.0,14.58,83.9,92.08,538.63,940.85
2025,6,6,14,40,65535.0,14.57,84.0,91.67,543.87,950.0
2025,6,6,14,39,65535.0,14.57,84.1,91.25,530.13,926.0
2025,6,6,14,38,65535.0,14.56,84.2,90.83,539.94,943.14
2025,6,6,14,37,65535.0,14.56,84.3,90.42,533.86,932.52
2025,6,6,14,36,65535.0,14.55,84.4,90.0,542.24,947.16
2025,6,6,14,35,65535.0,14.55,84.5,89.58,543.45,949.27
2025,6,6,14,34,65535.0,14.54,84.6,89.17,535.48,935.35
2025,6,6,14,33,65535.0,14.54,84.7,88.75,541.05,945.08
2025,6,6,14,32,65535.0,14.53,84.8,88.33,533.59,932.05
2025,6,6,14,31,65535.0,14.53,84.9,87.92,539.54,942.44
2025,6,6,14,30,65535.0,14.52,85.0,87.5,538.35,940.36
2025,6,6,14,29,65535.0,14.51,85.1,87.08,542.43,947.49
2025,6,6,14,28,65535.0,14.51,85.2,86.67,533.61,932.08
2025,6,6,14,27,65535.0,14.5,85.3,86.25,534.76,934.09
2025,6,6,14,26,65535.0,14.5,85.4,85.83,537.38,938.67
2025,6,6,14,25,65535.0,14.49,85.5,85.42,537.34,938.6
2025,6,6,14,24,65535.0,14.49,85.6,85.0,546.48,954.56
2025,6,6,14,23,65535.0,14.48,85.7,84.58,534.18,933.08
2025,6,6,14,22,65535.0,14.48,85.8,84.17,542.11,946.93
2025,6,6,14,21,65535.0,14.47,85.9,83.75,541.4,945.69
2025,6,6,14,20,65535.0,14.47,86.0,83.33,533.45,931.8
2025,6,6,14,19,65535.0,14.46,86.1,82.92,545.04,952.05
2025,6,6,14,18,65535.0,14.46,86.2,82.5,544.27,950.7
2025,6,6,14,17,65535.0,14.45,86.3,82.08,541.89,946.55
2025,6,6,14,16,65535.0,14.45,86.4,81.67,541.41,945.71
2025,6,6,14,15,65535.0,14.44,86.5,81.25,539.37,942.14
2025,6,6,14,14,65535.0,14.43,86.6,80.83,532.12,929.48
2025,6,6,14,13,65535.0,14.43,86.7,80.42,539.65,942.63
2025,6,6,14,12,65535.0,14.42,86.8,80.0,539.15,941.76
2025,6,6,14,11,65535.0,14.42,86.9,79.58,536.26,936.71
2025,6,6,14,10,65535.0,14.41,87.0,79.17,542.45,947.52
2025,6,6,14,9,65535.0,14.41,87.1,78.75,535.95,936.17
2025,6,6,14,8,65535.0,14.4,87.2,78.33,537.22,938.39
2025,6,6,14,7,65535.0,14.4,87.3,77.92,547.35,956.08
2025,6,6,14,6,65535.0,14.39,87.4,77.5,535.13,934.74
2025,6,6,14,5,65535.0,14.39,87.5,77.08,544.59,951.26
2025,6,6,14,4,65535.0,14.38,87.6,76.67,539.37,942.14
2025,6,6,14,3,65535.0,14.38,87.7,76.25,538.59,940.78
2025,6,6,14,2,65535.0,14.37,87.8,75.83,543.68,949.67
2025,6,6,14,1,65535.0,14.37,87.9,75.42,547.38,956.14
2025,6,6,14,0,65535.0,14.36,88.0,75.0,544.71,951.47
2025,6,6,13,59,65535.0,14.32,88.1,74.42,635.2,1109.54
2025,6,6,13,58,65535.0,14.27,88.2,73.83,633.99,1107.42
2025,6,6,13,57,65535.0,14.23,88.3,73.25,623.37,1088.87
2025,6,6,13,56,65535.0,14.18,88.4,72.67,637.14,1112.92
2025,6,6,13,55,65535.0,14.14,88.5,72.08,649.14,1133.89
2025,6,6,13,54,65535.0,14.09,88.6,71.5,637.24,1113.1
2025,6,6,13,53,65535.0,14.05,88.7,70.92,640.43,1118.67
2025,6,6,13,52,65535.0,14.0,88.8,70.33,631.52,1103.11
2025,6,6,13,51,65535.0,13.96,88.9,69.75,631.5,1103.07
2025,6,6,13,50,65535.0,13.91,89.0,69.17,629.83,1100.16
2025,6,6,13,49,65535.0,13.87,89.1,68.58,622.24,1086.9
2025,6,6,13,48,65535.0,13.82,89.2,68.0,628.15,1097.22
2025,6,6,13,47,65535.0,13.78,89.3,67.42,627.87,1096.73
2025,6,6,13,46,65535.0,13.73,89.4,66.83,621.1,1084.91
2025,6,6,13,45,65535.0,13.69,89.5,66.25,635.14,1109.43
2025,6,6,13,44,65535.0,13.65,89.6,65.67,627.05,1095.3
2025,6,6,13,43,65535.0,13.6,89.7,65.08,619.7,1082.46
2025,6,6,13,42,65535.0,13.56,89.8,64.5,630.59,1101.48
2025,6,6,13,41,65535.0,13.51,89.9,63.92,634.97,1109.13
2025,6,6,13,40,65535.0,13.47,90.0,63.33,640.97,1119.61
2025,6,6,13,39,65535.0,13.42,90.1,62.75,633.05,1105.78
2025,6,6,13,38,65535.0,13.38,90.2,62.17,640.55,1118.88
2025,6,6,13,37,65535.0,13.33,90.3,61.58,636.12,1111.14
2025,6,6,13,36,65535.0,13.29,90.4,61.0,632.87,1105.47
2025,6,6,13,35,65535.0,13.24,90.5,60.42,634.72,1108.7
2025,6,6,13,34,65535.0,13.2,90.6,59.83,626.73,1094.74
2025,6,6,13,33,65535.0,13.15,90.7,59.25,633.23,1106.09
2025,6,6,13,32,65535.0,13.11,90.8,58.67,629.97,1100.4
2025,6,6,13,31,65535.0,13.06,90.9,58.08,623.68,1089.41
2025,6,6,13,30,65535.0,13.02,91.0,57.5,628.6,1098.01
2025,6,6,13,29,65535.0,12.98,91.1,56.92,631.03,1102.25
2025,6,6,13,28,65535.0,12.93,91.2,56.33,640.63,1119.02
2025,6,6,13,27,65535.0,12.89,91.3,55.75,631.08,1102.34
2025,6,6,13,26,65535.0,12.84,91.4,55.17,631.89,1103.75
2025,6,6,13,25,65535.0,12.8,91.5,54.58,630.64,1101.57
2025,6,6,13,24,65535.0,12.75,91.6,54.0,623.43,1088.98
2025,6,6,13,23,65535.0,12.71,91.7,53.42,632.92,1105.55
2025,6,6,13,22,65535.0,12.66,91.8,52.83,638.36,1115.06
2025,6,6,13,21,65535.0,12.62,91.9,52.25,637.94,1114.32
2025,6,6,13,20,65535.0,12.57,92.0,51.67,628.13,1097.19
2025,6,6,13,19,65535.0,12.53,92.1,51.08,633.09,1105.85
2025,6,6,13,18,65535.0,12.48,92.2,50.5,635.75,1110.5
2025,6,6,13,17,65535.0,12.44,92.3,49.92,628.84,1098.43
2025,6,6,13,16,65535.0,12.39,92.4,49.33,629.5,1099.58
2025,6,6,13,15,65535.0,12.35,92.5,48.75,638.23,1114.83
2025,6,6,13,14,65535.0,12.31,92.6,48.17,634.38,1108.1
2025,6,6,13,13,65535.0,12.26,92.7,47.58,635.35,1109.8
2025,6,6,13,12,65535.0,12.22,92.8,47.0,636.67,1112.1
2025,6,6,13,11,65535.0,12.17,92.9,46.42,632.74,1105.24
2025,6,6,13,10,65535.0,12.13,93.0,45.83,630.97,1102.15
2025,6,6,13,9,65535.0,12.08,93.1,45.25,640.25,1118.36
2025,6,6,13,8,65535.0,12.04,93.2,44.67,628.44,1097.73
2025,6,6,13,7,65535.0,11.99,93.3,44.08,635.76,1110.51
2025,6,6,13,6,65535.0,11.95,93.4,43.5,631.23,1102.6
2025,6,6,13,5,65535.0,11.9,93.5,42.92,618.84,1080.96
2025,6,6,13,4,65535.0,11.86,93.6,42.33,630.32,1101.01
2025,6,6,13,3,65535.0,11.81,93.7,41.75,636.07,1111.06
2025,6,6,13,2,65535.0,11.77,93.8,41.17,636.23,1111.33
2025,6,6,13,1,65535.0,11.72,93.9,40.58,634.56,1108.42
2025,6,6,13,0,65535.0,11.68,94.0,40.0,631.23,1102.6
2025,6,6,12,59,65535.0,11.68,93.82,40.98,656.22,1146.25
2025,6,6,12,58,65535.0,11.68,93.63,41.97,675.09,1179.21
2025,6,6,12,57,65535.0,11.68,93.45,42.95,680.2,1188.14
2025,6,6,12,56,65535.0,11.68,93.27,43.93,669.29,1169.08
2025,6,6,12,55,65535.0,11.68,93.08,44.92,680.82,1189.22
2025,6,6,12,54,65535.0,11.67,92.9,45.9,669.44,1169.34
2025,6,6,12,53,65535.0,11.67,92.72,46.88,670.66,1171.48
2025,6,6,12,52,65535.0,11.67,92.53,47.87,660.34,1153.45
2025,6,6,12,51,65535.0,11.67,92.35,48.85,681.26,1189.99
2025,6,6,12,50,65535.0,11.67,92.17,49.83,677.33,1183.13
2025,6,6,12,49,65535.0,11.67,91.98,50.82,671.11,1172.26
2025,6,6,12,48,65535.0,11.67,91.8,51.8,684.43,1195.53
2025,6,6,12,47,65535.0,11.67,91.62,52.78,673.3,1176.09
2025,6,6,12,46,65535.0,11.67,91.43,53.77,676.97,1182.5
2025,6,6,12,45,65535.0,11.66,91.25,54.75,673.57,1176.56
2025,6,6,12,44,65535.0,11.66,91.07,55.73,681.97,1191.23
2025,6,6,12,43,65535.0,11.66,90.88,56.72,673.08,1175.7
2025,6,6,12,42,65535.0,11.66,90.7,57.7,682.91,1192.87
2025,6,6,12,41,65535.0,11.66,90.52,58.68,673.11,1175.75
2025,6,6,12,40,65535.0,11.66,90.33,59.67,679.99,1187.77
2025,6,6,12,39,65535.0,11.66,90.15,60.65,669.71,1169.82
2025,6,6,12,38,65535.0,11.66,89.97,61.63,670.37,1170.97
2025,6,6,12,37,65535.0,11.66,89.78,62.62,671.95,1173.73
2025,6,6,12,36,65535.0,11.66,89.6,63.6,674.83,1178.76
2025,6,6,12,35,65535.0,11.66,89.42,64.58,686.43,1199.02
