Fecha_Hora,Uso_CPU_Total_Percent,Uso_RAM_Total_MB
2026-01-16 09:16:37,80.44,636.47
2026-01-16 09:16:38,72.88,654.47
2026-01-16 09:16:39,65.33,672.47
2026-01-16 09:16:40,57.77,690.47
2026-01-16 09:16:41,45.07,630.57
2026-01-16 09:16:42,32.37,570.66
2026-01-16 09:16:43,16.3,551.17
2026-01-16 09:16:44,0.24,531.69
2026-01-16 09:16:45,3.56,526.76
2026-01-16 09:16:46,6.87,521.83
Promedio,38.08,598.66
